customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,charges_daily
4080-ogpjl,Sí,female,0,0,0,8,1,1,dsl,1,0,0,1,0,1,month-to-month,0,electronic check,71.15,563.65,2.37
4081-dyxav,Sí,female,0,0,0,19,0,0,dsl,0,0,0,0,1,1,one year,1,credit card automatic,44.85,893.55,1.5
4083-bfnyk,No,female,1,1,0,38,1,1,fiber optic,1,1,0,0,0,1,one year,0,credit card automatic,95.0,3591.25,3.17
4083-eugrj,Sí,male,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.25,178.5,0.68
4086-atnfv,No,female,0,1,1,34,1,0,dsl,1,1,1,0,0,0,one year,1,mailed check,60.8,2042.05,2.03
4086-witjg,No,male,0,1,1,71,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.7,1301.1,0.66
4086-yqsnz,Sí,female,1,1,0,3,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,80.4,224.05,2.68
4087-ulynq,No,female,0,1,1,47,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,20.25,873.4,0.68
4088-yldsu,Sí,male,0,1,0,55,1,1,fiber optic,0,0,1,1,1,1,one year,1,electronic check,104.15,5743.05,3.47
4090-kpjip,No,female,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.95,212.4,2.5
4091-tvocn,No,male,0,0,1,48,1,1,dsl,1,0,1,0,1,1,one year,1,credit card automatic,78.75,3682.45,2.62
4092-ofqzs,No,male,0,1,0,20,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.65,417.5,0.69
4094-nsedu,Sí,female,1,0,0,21,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,94.25,1973.75,3.14
4097-yodcf,No,male,0,0,1,34,1,1,fiber optic,1,1,0,0,1,1,one year,1,electronic check,103.8,3470.8,3.46
4098-naukp,No,male,1,1,1,68,1,1,fiber optic,0,1,1,0,0,0,month-to-month,1,electronic check,84.65,5683.6,2.82
4102-befek,No,male,0,0,0,62,1,0,no,0,0,0,0,0,0,two year,1,credit card automatic,20.05,1201.65,0.67
4102-hlenu,No,female,0,1,0,67,1,1,dsl,1,1,1,0,0,0,two year,0,mailed check,65.65,4322.85,2.19
4102-oqupx,Sí,male,1,1,0,1,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.4,74.4,2.48
4104-pvrps,No,male,0,1,0,24,1,0,dsl,1,0,0,1,0,0,month-to-month,0,mailed check,53.6,1315.35,1.79
4106-hadhq,Sí,male,0,1,1,39,1,0,dsl,1,0,1,1,1,1,one year,0,credit card automatic,80.0,3182.95,2.67
4109-cyrbd,No,male,1,1,0,29,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,51.6,1442.0,1.72
4110-pfeuz,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,mailed check,69.55,69.55,2.32
4111-bnxif,No,female,0,1,1,67,0,0,dsl,0,1,1,1,1,1,two year,1,electronic check,59.55,4103.9,1.98
4112-lueiz,Sí,male,0,0,0,10,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,89.5,863.1,2.98
4114-qmkvn,No,female,0,1,1,56,1,1,dsl,1,1,0,0,0,1,one year,0,bank transfer automatic,68.75,3815.4,2.29
4115-bnpjy,No,male,0,1,1,29,1,0,dsl,0,0,1,1,1,1,two year,0,mailed check,75.55,2054.4,2.52
4115-nzrks,No,female,1,0,0,7,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,89.15,574.35,2.97
4115-umjfq,No,male,0,0,0,69,0,0,dsl,0,1,1,0,0,0,one year,1,bank transfer automatic,35.75,2492.25,1.19
4116-iqrfr,No,male,0,1,1,4,1,1,no,0,0,0,0,0,0,one year,0,credit card automatic,24.1,73.1,0.8
4116-tzaqj,Sí,female,0,0,0,9,1,0,fiber optic,1,0,0,0,0,0,month-to-month,1,credit card automatic,74.25,639.65,2.48
4118-cevpf,No,female,1,0,0,35,1,1,fiber optic,1,1,1,1,1,1,one year,1,bank transfer automatic,110.8,3836.3,3.69
4119-zypzy,No,male,1,0,0,71,1,1,fiber optic,0,1,0,1,1,1,two year,1,electronic check,106.8,7623.2,3.56
4121-agsin,No,female,0,1,1,58,1,1,no,0,0,0,0,0,0,one year,1,credit card automatic,24.5,1497.9,0.82
4123-dvhph,No,male,0,1,0,9,1,1,fiber optic,1,0,0,0,0,1,month-to-month,1,electronic check,88.05,801.3,2.94
4123-fcvcb,No,female,0,0,0,12,1,1,dsl,0,0,0,1,1,1,one year,1,mailed check,75.85,854.45,2.53
4123-vpqtq,No,female,0,0,0,3,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,19.55,61.05,0.65
4124-mmetb,Sí,male,0,0,0,22,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,credit card automatic,94.65,2104.55,3.16
4128-etesu,No,female,1,1,0,47,1,1,fiber optic,0,0,1,0,1,1,month-to-month,0,electronic check,99.7,4747.2,3.32
4129-lycoi,No,female,0,0,1,67,1,1,fiber optic,0,1,0,1,1,1,two year,1,electronic check,104.0,7039.05,3.47
4130-mzlcc,No,female,0,0,0,5,1,0,dsl,0,1,0,0,0,0,month-to-month,0,bank transfer automatic,50.55,244.75,1.68
4132-kalro,No,female,0,0,0,4,1,1,fiber optic,0,0,0,1,1,1,month-to-month,1,mailed check,100.85,399.25,3.36
4132-poczs,No,male,0,1,0,52,0,0,dsl,1,0,0,0,0,1,month-to-month,1,electronic check,39.9,2020.9,1.33
4134-bsxlx,No,male,0,1,0,28,1,0,dsl,1,1,0,1,0,0,month-to-month,0,mailed check,60.9,1785.65,2.03
4135-frwkj,No,female,1,1,1,55,1,1,dsl,1,0,1,1,1,0,one year,0,electronic check,76.25,4154.55,2.54
4137-btikl,No,male,0,0,0,2,1,1,fiber optic,1,0,0,0,0,1,month-to-month,0,mailed check,90.75,174.75,3.02
4137-jophl,No,female,0,0,0,50,1,0,fiber optic,0,0,1,1,0,1,two year,1,bank transfer automatic,89.7,4304.5,2.99
4138-naxed,No,male,0,0,0,51,1,1,fiber optic,0,1,0,0,0,0,month-to-month,0,bank transfer automatic,81.0,4085.75,2.7
4139-detxs,No,female,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,0,bank transfer automatic,64.45,4528.0,2.15
4139-jpiam,No,male,0,0,0,51,0,0,dsl,1,0,0,1,0,1,month-to-month,1,credit card automatic,44.45,2181.55,1.48
4139-sugld,Sí,male,0,1,1,31,0,0,dsl,1,0,0,1,0,0,month-to-month,0,bank transfer automatic,35.4,1077.5,1.18
4140-muhug,Sí,female,1,0,0,3,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,86.85,220.95,2.9
4140-toilv,No,male,0,1,0,22,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,bank transfer automatic,87.0,1850.65,2.9
4140-wjaww,Sí,female,0,0,0,5,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,19.85,108.05,0.66
4143-hhpmk,Sí,male,0,0,0,52,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,85.35,4338.6,2.84
4143-oobwz,Sí,male,0,1,0,5,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,81.3,416.3,2.71
4145-uqxuq,Sí,female,1,0,0,8,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,92.1,729.95,3.07
4146-svfud,No,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.6,44.6,1.49
4154-aqugt,Sí,male,1,1,0,13,1,0,fiber optic,0,1,0,1,0,1,month-to-month,1,bank transfer automatic,89.05,1169.35,2.97
4159-naaix,No,female,0,0,0,63,1,1,fiber optic,0,1,0,0,1,1,two year,0,bank transfer automatic,97.45,6253.0,3.25
4160-amjtl,Sí,female,1,0,0,8,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,19.65,164.3,0.65
4163-hftuk,No,male,0,0,0,51,1,0,no,0,0,0,0,0,0,one year,0,electronic check,19.1,1007.8,0.64
4163-kiuhy,No,male,0,0,0,35,1,1,no,0,0,0,0,0,0,month-to-month,1,electronic check,25.6,901.25,0.85
4163-ncjak,No,female,0,1,0,46,1,1,no,0,0,0,0,0,0,one year,1,bank transfer automatic,24.45,1066.15,0.82
4174-lpgti,Sí,female,0,1,1,41,1,0,dsl,0,1,0,1,0,1,one year,1,bank transfer automatic,66.5,2728.6,2.22
4176-fxybo,No,male,0,1,0,54,1,1,fiber optic,1,1,1,0,1,1,month-to-month,0,electronic check,109.55,6118.95,3.65
4176-reljr,No,male,1,0,0,67,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,25.1,1672.15,0.84
4177-jpdfu,No,male,0,0,0,12,0,0,dsl,0,1,0,1,0,0,month-to-month,0,mailed check,34.0,442.45,1.13
4178-egmon,No,male,0,1,0,70,1,1,fiber optic,1,1,0,1,0,0,two year,1,credit card automatic,88.0,5986.45,2.93
4182-bgsiq,No,female,0,1,1,10,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,19.8,196.75,0.66
4183-myfrb,No,female,0,0,0,21,1,0,fiber optic,0,1,1,0,0,1,month-to-month,1,electronic check,90.05,1862.9,3.0
4183-wcsep,Sí,male,0,0,0,31,1,0,fiber optic,0,1,0,1,0,0,month-to-month,1,electronic check,78.45,2435.15,2.62
4184-tjfan,Sí,female,1,1,1,3,1,0,fiber optic,1,0,0,1,1,0,month-to-month,1,mailed check,88.3,273.75,2.94
4184-vodjz,No,male,0,1,1,63,1,1,fiber optic,0,1,0,0,0,1,one year,1,electronic check,91.35,5764.7,3.04
4186-zbuew,No,female,0,0,0,36,1,1,dsl,0,1,0,1,0,1,one year,1,mailed check,70.7,2511.95,2.36
4187-cinzd,Sí,female,1,0,0,46,1,0,fiber optic,0,1,0,0,1,1,one year,0,credit card automatic,95.25,4424.2,3.18
4188-frabg,No,male,0,1,0,57,1,1,fiber optic,1,1,1,1,1,0,month-to-month,1,electronic check,103.05,5925.75,3.44
4188-pcpig,No,female,0,1,0,57,1,0,dsl,1,1,0,1,1,0,two year,1,credit card automatic,70.35,4124.65,2.34
4189-nakjs,No,male,0,0,0,26,1,1,dsl,0,0,0,0,0,0,one year,1,credit card automatic,51.55,1295.4,1.72
4190-mfluw,Sí,female,0,1,1,10,1,0,dsl,0,0,1,1,0,0,month-to-month,0,credit card automatic,55.2,528.35,1.84
4191-xovom,No,male,0,0,0,63,1,1,fiber optic,0,1,0,1,1,1,month-to-month,0,electronic check,105.4,6713.2,3.51
4192-gorjt,Sí,male,0,1,0,5,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,94.45,498.1,3.15
4193-ibksw,No,male,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,24.75,1769.6,0.82
4193-orfcl,Sí,female,1,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.1,45.1,1.5
4194-fjarj,No,female,0,1,1,54,1,1,dsl,1,0,0,1,0,0,two year,0,bank transfer automatic,60.0,3273.95,2.0
4194-whfcb,No,female,0,1,1,59,1,1,fiber optic,0,1,0,1,0,1,month-to-month,1,bank transfer automatic,96.65,5580.8,3.22
4195-nzgta,No,female,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,25.25,25.25,0.84
4195-pngzs,No,male,0,1,1,69,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,24.45,1718.2,0.82
4195-smmnx,Sí,male,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.35,33.2,0.68
4198-vfoea,No,female,0,0,0,12,0,0,dsl,1,0,0,1,0,0,one year,1,mailed check,33.6,435.45,1.12
4199-qhjnm,No,male,1,1,0,67,1,1,fiber optic,0,1,0,1,1,1,two year,0,bank transfer automatic,102.9,6989.7,3.43
4201-jmngr,Sí,female,1,0,0,1,1,0,dsl,1,0,1,0,0,0,month-to-month,1,electronic check,55.8,55.8,1.86
4203-qgnza,No,female,0,0,1,28,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.25,535.35,0.68
4208-uffgw,Sí,male,1,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.95,85.15,1.5
4210-qfjmf,Sí,female,0,0,0,4,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,79.15,317.25,2.64
4211-mmazn,Sí,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.25,20.25,0.68
4213-hkbjo,No,female,0,0,0,33,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,25.7,826.1,0.86
4220-tinqt,No,female,0,1,0,61,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,106.35,6751.35,3.54
4223-bkeor,No,female,0,0,1,21,1,0,dsl,1,0,1,0,0,1,one year,0,mailed check,64.85,1336.8,2.16
4223-wozcm,No,male,1,0,0,2,1,0,dsl,0,0,1,0,0,0,month-to-month,0,mailed check,49.95,107.1,1.66
4226-kkdon,No,male,0,0,0,8,1,0,dsl,0,1,0,1,1,0,month-to-month,1,electronic check,66.65,520.95,2.22
4227-ojhal,No,female,0,1,1,68,1,1,dsl,1,1,1,0,1,0,one year,1,credit card automatic,73.0,5163.0,2.43
4228-zgyuw,Sí,male,0,0,0,4,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,90.05,368.1,3.0
4229-czmll,Sí,male,0,0,0,6,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.9,469.8,2.5
4231-lzuym,No,female,0,1,0,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,25.65,1887.0,0.86
4232-jgkiy,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,19.2,19.2,0.64
4234-xtnea,No,male,0,0,0,2,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,79.95,174.45,2.66
4236-ujpwo,No,female,0,0,0,2,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,24.5,46.4,0.82
4236-xpxav,Sí,female,0,1,1,5,1,0,fiber optic,0,1,0,1,1,1,month-to-month,1,mailed check,99.15,465.05,3.3
4237-clsmm,No,male,0,1,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.0,38.0,0.67
4237-rlaqd,Sí,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,45.85,45.85,1.53
4238-hfhsn,No,male,1,1,0,61,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,82.15,4904.85,2.74
4238-jsswh,No,female,1,1,0,35,1,1,fiber optic,0,0,1,0,1,1,month-to-month,0,bank transfer automatic,102.05,3452.55,3.4
4248-hcetz,Sí,male,1,1,0,30,1,0,fiber optic,0,1,1,0,0,0,month-to-month,1,mailed check,79.65,2365.15,2.66
4248-qpavc,Sí,female,1,1,0,17,1,1,fiber optic,1,0,1,0,0,0,month-to-month,1,bank transfer automatic,85.35,1463.45,2.84
4250-fdvou,Sí,female,0,0,0,6,1,0,dsl,1,1,0,0,0,0,month-to-month,0,electronic check,56.25,389.1,1.88
4250-qvqru,No,male,0,0,1,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.25,48.35,0.64
4250-waroz,No,male,1,1,1,60,1,1,fiber optic,1,1,0,0,0,1,month-to-month,1,electronic check,93.25,5774.55,3.11
4250-zbwlv,Sí,male,0,0,0,68,1,1,fiber optic,0,1,1,1,1,1,one year,0,electronic check,108.45,7176.55,3.62
4254-qpede,No,female,0,1,0,52,0,0,dsl,1,1,1,1,1,1,two year,0,credit card automatic,66.25,3330.1,2.21
4255-dduou,Sí,female,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.5,20.5,0.68
4256-zwtzi,No,female,0,0,1,5,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,51.0,286.8,1.7
4257-gaesd,No,female,0,0,0,6,0,0,dsl,0,0,0,0,1,1,month-to-month,0,credit card automatic,45.0,298.7,1.5
4268-ynahk,No,male,0,0,1,33,1,0,no,0,0,0,0,0,0,one year,1,mailed check,20.15,682.15,0.67
4273-mbhya,No,female,0,0,1,1,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,89.35,89.35,2.98
4274-drsqt,No,female,0,0,0,66,1,1,fiber optic,0,1,0,0,1,0,one year,1,bank transfer automatic,88.9,6000.1,2.96
4274-owwyo,Sí,male,0,0,0,1,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,74.35,74.35,2.48
4277-bwbml,No,male,0,1,1,72,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,19.95,1322.85,0.66
4277-pvran,Sí,female,0,0,0,8,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,bank transfer automatic,80.1,679.3,2.67
4277-udief,No,male,0,1,1,24,1,1,dsl,1,0,0,1,1,1,month-to-month,0,bank transfer automatic,81.0,1923.85,2.7
4280-dlshd,No,male,0,1,0,8,1,0,dsl,0,1,1,0,0,0,month-to-month,1,mailed check,54.75,445.85,1.82
4282-acrxs,No,male,1,1,0,38,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,24.85,955.75,0.83
4282-msacw,No,male,0,0,0,68,1,1,fiber optic,1,1,1,1,1,1,one year,1,credit card automatic,117.2,8035.95,3.91
4282-ymkna,Sí,female,0,0,0,9,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.75,706.6,2.49
4283-futgf,Sí,male,1,0,0,19,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,79.85,1471.75,2.66
4283-ivyci,No,male,0,0,0,9,1,0,dsl,1,0,0,1,0,1,month-to-month,0,mailed check,64.95,547.8,2.16
4285-gyrqc,Sí,female,0,1,0,7,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,86.25,587.1,2.88
4289-dtdkw,Sí,male,0,1,0,40,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,101.3,4113.1,3.38
4290-bsxux,Sí,male,0,1,0,3,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,bank transfer automatic,79.65,251.75,2.66
4290-uzsky,No,female,0,0,0,4,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,79.0,303.15,2.63
4291-hpaxl,No,male,0,0,1,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.85,19.85,0.66
4291-hyebc,No,female,1,1,1,28,0,0,dsl,0,1,0,0,0,1,one year,1,electronic check,39.1,1096.6,1.3
4291-shsbh,No,male,0,0,0,7,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.55,521.35,2.32
4291-tpnfg,No,male,0,1,0,72,1,1,dsl,1,1,1,1,0,1,two year,1,bank transfer automatic,82.3,5980.55,2.74
4291-yzodp,No,female,0,0,1,7,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.05,96.8,0.67
4293-etkap,No,female,0,1,1,65,1,1,dsl,0,1,0,1,1,1,two year,1,bank transfer automatic,79.4,5071.9,2.65
4295-yuret,No,female,1,1,1,56,1,0,dsl,1,0,0,1,1,1,two year,1,credit card automatic,72.6,4084.35,2.42
4298-oyifc,No,male,0,1,0,15,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,103.45,1539.8,3.45
4299-opxej,No,female,0,0,0,56,1,0,no,0,0,0,0,0,0,two year,1,bank transfer automatic,19.55,1080.55,0.65
4299-simns,No,male,0,0,0,9,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,81.15,784.45,2.7
4301-vvzka,No,male,0,1,0,16,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.4,1189.4,2.51
4302-zyfel,No,male,0,1,1,69,1,0,no,0,0,0,0,0,0,one year,1,credit card automatic,20.55,1403.1,0.68
4304-tspvk,No,female,0,1,0,68,1,1,fiber optic,1,1,1,1,1,1,two year,0,bank transfer automatic,114.9,7843.55,3.83
4304-xumgi,No,male,1,1,1,50,1,1,dsl,1,1,1,0,0,1,two year,1,bank transfer automatic,75.15,3822.45,2.51
4307-ktumw,Sí,male,0,1,0,53,1,1,fiber optic,1,0,1,0,0,1,month-to-month,0,electronic check,93.9,5029.2,3.13
4307-kwmxe,No,male,0,0,0,10,0,0,dsl,0,1,0,1,0,0,month-to-month,0,electronic check,35.75,389.8,1.19
4310-kedtb,No,female,0,0,1,26,0,0,dsl,0,0,1,0,0,0,month-to-month,1,mailed check,29.8,786.5,0.99
4311-qttai,No,female,0,0,0,16,1,0,no,0,0,0,0,0,0,one year,0,credit card automatic,19.35,295.55,0.64
4312-gvynh,No,female,0,1,0,70,0,0,dsl,1,0,1,1,0,1,two year,1,bank transfer automatic,49.85,3370.2,1.66
4312-kfrxn,No,male,0,1,0,72,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.4,1710.9,0.85
4315-murbd,Sí,female,0,0,0,12,1,0,fiber optic,1,0,0,1,1,1,month-to-month,1,bank transfer automatic,98.9,1120.95,3.3
4316-xcslj,No,male,0,0,1,17,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,50.3,846.8,1.68
4317-vteoa,Sí,male,0,0,0,1,1,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic check,50.75,50.75,1.69
4318-rajvy,No,female,0,0,0,10,1,0,no,0,0,0,0,0,0,one year,1,mailed check,19.8,198.25,0.66
4320-qmlla,No,male,0,0,0,7,1,0,dsl,0,0,0,0,1,0,month-to-month,0,mailed check,54.85,370.4,1.83
4322-rcymt,Sí,male,0,1,1,68,1,1,dsl,0,1,1,1,0,1,one year,1,bank transfer automatic,75.8,5293.95,2.53
4323-elyyb,No,male,0,1,1,13,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.0,218.55,0.67
4323-ohfow,No,female,1,1,0,70,1,1,fiber optic,0,1,0,1,1,1,one year,1,bank transfer automatic,105.55,7195.35,3.52
4323-sadqs,Sí,male,0,1,1,7,0,0,dsl,1,0,0,1,0,0,month-to-month,1,electronic check,34.5,279.25,1.15
4324-ahjks,No,female,0,0,0,5,1,0,dsl,1,0,1,0,0,0,month-to-month,0,credit card automatic,55.8,300.4,1.86
4324-bzckl,No,female,0,1,1,10,1,0,dsl,0,1,1,0,0,0,month-to-month,1,mailed check,55.55,551.3,1.85
4325-nfskc,Sí,male,1,0,0,19,1,1,fiber optic,1,0,0,0,1,0,month-to-month,1,electronic check,90.6,1660.0,3.02
4328-vufwd,No,female,0,0,0,39,1,0,dsl,0,0,0,1,0,1,one year,0,electronic check,59.3,2209.15,1.98
4329-ypddq,No,male,0,0,0,20,1,0,fiber optic,1,1,1,1,1,1,month-to-month,1,bank transfer automatic,108.2,2203.7,3.61
4332-muoez,No,male,1,1,1,20,1,0,fiber optic,1,0,1,1,0,1,one year,0,credit card automatic,94.3,1818.3,3.14
4334-howrp,No,male,1,1,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card automatic,64.95,4546.0,2.16
4335-bsmjs,No,female,0,0,0,62,1,1,no,0,0,0,0,0,0,two year,1,credit card automatic,25.8,1563.95,0.86
4335-upjsi,No,female,0,0,1,24,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.75,498.1,0.66
4338-eycer,No,male,0,1,0,21,1,0,dsl,0,0,0,0,1,0,month-to-month,0,bank transfer automatic,54.6,1125.2,1.82
4342-hentk,Sí,female,1,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.65,142.35,2.36
4342-hfxws,No,female,0,1,1,48,1,0,dsl,1,0,1,1,1,0,one year,0,bank transfer automatic,69.7,3023.65,2.32
4343-ejvqb,No,male,0,0,0,7,1,0,fiber optic,1,0,0,0,0,0,month-to-month,0,mailed check,74.35,533.6,2.48
4349-gfqhk,Sí,male,0,0,0,1,1,1,dsl,0,0,1,0,0,0,month-to-month,0,electronic check,54.35,54.35,1.81
4350-ztlpi,No,female,0,1,0,53,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer automatic,108.95,5718.2,3.63
4351-qlcsu,Sí,female,0,0,0,1,1,0,dsl,0,0,0,0,1,0,month-to-month,1,credit card automatic,55.0,55.0,1.83
4353-hyojd,No,female,0,1,1,27,1,0,dsl,0,1,0,0,0,0,month-to-month,0,mailed check,49.85,1336.15,1.66
4355-cvpvs,No,female,0,1,1,56,1,0,fiber optic,0,0,0,0,1,1,one year,0,bank transfer automatic,88.9,4968.0,2.96
4355-hbjhh,Sí,male,0,1,1,67,1,1,dsl,1,0,1,0,1,1,two year,1,electronic check,79.7,5293.4,2.66
4359-innwn,No,female,0,0,0,17,1,0,no,0,0,0,0,0,0,one year,0,credit card automatic,20.05,337.9,0.67
4360-pnrqb,No,male,0,0,0,18,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,75.6,1395.05,2.52
4360-qrave,No,male,1,0,0,37,0,0,dsl,0,1,1,0,0,0,month-to-month,0,electronic check,36.65,1315.0,1.22
4361-bkaxe,Sí,female,0,0,0,41,1,1,fiber optic,1,1,1,1,1,1,month-to-month,1,bank transfer automatic,114.5,4527.45,3.82
4361-febgn,No,male,0,0,0,48,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,20.15,982.95,0.67
4361-jeivl,Sí,male,0,0,1,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.4,44.4,1.48
4365-msdyn,No,male,0,1,0,8,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,19.55,161.15,0.65
4366-ctouz,No,female,0,0,0,50,1,0,fiber optic,0,1,0,1,1,1,two year,1,mailed check,100.2,5038.45,3.34
4367-nhwmm,No,female,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,24.9,24.9,0.83
4367-nuyao,No,male,0,1,1,0,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.75,309.0,0.86
4369-htuif,Sí,male,1,0,0,6,1,0,fiber optic,1,0,0,0,1,0,month-to-month,1,bank transfer automatic,85.15,503.6,2.84
4369-nyscf,No,male,0,0,0,56,1,0,dsl,0,1,0,1,1,1,one year,1,bank transfer automatic,75.75,4284.65,2.52
4373-mavjg,Sí,female,0,1,1,14,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,bank transfer automatic,90.9,1259.0,3.03
4373-vvhql,No,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.75,44.75,1.49
4374-ymusq,No,male,0,0,0,34,1,1,fiber optic,1,1,1,1,1,1,one year,0,credit card automatic,116.25,3899.05,3.88
4376-kfvrs,No,male,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card automatic,114.05,8468.2,3.8
4377-vdhyi,No,male,0,1,1,32,1,0,fiber optic,1,1,0,0,0,1,one year,1,electronic check,90.8,3023.85,3.03
4378-bzyfp,No,male,0,0,0,17,1,0,no,0,0,0,0,0,0,one year,1,mailed check,20.5,365.8,0.68
4378-mypgo,No,male,0,1,1,68,1,0,fiber optic,1,1,1,0,1,1,two year,1,bank transfer automatic,105.25,7173.15,3.51
4381-mhqdc,No,female,0,0,0,47,1,1,dsl,1,0,1,1,0,0,two year,1,mailed check,65.0,2879.9,2.17
4385-gzqxv,Sí,female,1,0,0,16,1,0,fiber optic,0,0,0,1,1,1,month-to-month,1,electronic check,94.45,1511.2,3.15
